,BlackElo,ECO,Event,Opening,Result,Termination,TimeControl,WhiteElo,BlackTitle,WhiteTitle,Move_ply_200,Category,Opening_new,freq,ELO Diff,Ave ELO
2089,1617,A00,Rated Bullet game,Hungarian Opening: Catalan Formation,1-0,Normal,60+0,1500,,,,Bullet,Hungarian Opening,2313,-117,1558.5
2094,1623,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Normal,120+1,1616,,,,Bullet,Scandinavian Defense,7890,-7,1619.5
2136,1830,A04,Rated Bullet game,Zukertort Opening: Sicilian Invitation,0-1,Time forfeit,60+2,1488,,,,Bullet,Zukertort Opening,3388,-342,1659.0
2178,1609,B02,Rated Bullet game,Alekhine Defense: Normal Variation,0-1,Normal,60+0,1637,,,,Bullet,Alekhine Defense,2101,28,1623.0
2187,1697,B32,Rated Bullet game,Sicilian Defense: Open #2,1-0,Normal,120+1,1693,,,,Bullet,Sicilian Defense,27238,-4,1695.0
2190,1564,C00,Rated Bullet game,French Defense: Knight Variation,0-1,Normal,60+0,1568,,,,Bullet,French Defense,13036,4,1566.0
2192,1422,C45,Rated Bullet game,Scotch Game: Schmidt Variation,1-0,Time forfeit,120+1,1419,,,,Bullet,Scotch Game,4227,-3,1420.5
2193,1472,B33,Rated Bullet game,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",1-0,Time forfeit,120+0,1509,,,,Bullet,Sicilian Defense,27238,37,1490.5
2229,1378,D00,Rated Bullet game,Queen's Pawn Game #2,1-0,Time forfeit,60+0,1372,,,,Bullet,Queen's Pawn Game,13096,-6,1375.0
2230,1617,E60,Rated Bullet game,"King's Indian Defense: Normal Variation, King's Knight Variation",0-1,Normal,120+1,1433,,,,Bullet,King's Indian Defense,2170,-184,1525.0
2249,1511,A36,Rated Bullet game,"English Opening: Symmetrical Variation, Fianchetto Variation",0-1,Normal,60+0,1508,,,,Bullet,English Opening,7494,-3,1509.5
2273,1360,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Normal,120+1,1356,,,,Bullet,Scandinavian Defense,7890,-4,1358.0
2289,1660,B10,Rated Bullet game,Caro-Kann Defense,1-0,Normal,60+0,1638,,,,Bullet,Caro-Kann Defense,6878,-22,1649.0
2292,1521,C77,Rated Bullet game,"Ruy Lopez: Morphy Defense, Anderssen Variation",1-0,Time forfeit,120+1,1535,,,,Bullet,Ruy Lopez,6912,14,1528.0
2308,1518,A40,Rated Bullet tournament https://lichess.org/tournament/dh50Vl2k,Englund Gambit,0-1,Normal,60+0,1349,,,,Bullet,Englund Gambit,651,-169,1433.5
2318,1374,A22,Rated Bullet game,"English Opening: King's English Variation, Two Knights Variation",0-1,Time forfeit,60+0,1349,,,,Bullet,English Opening,7494,-25,1361.5
2323,1376,C22,Rated Bullet game,Center Game: Paulsen Attack Variation,0-1,Time forfeit,60+0,1441,,,,Bullet,Center Game,1393,65,1408.5
2328,1566,D02,Rated Bullet game,Queen's Pawn Game: London System,1-0,Time forfeit,120+1,1489,,,,Bullet,Queen's Pawn Game,13096,-77,1527.5
2333,1561,B12,Rated Bullet game,Caro-Kann Defense: Advance Variation,0-1,Normal,120+1,1555,,,,Bullet,Caro-Kann Defense,6878,-6,1558.0
2337,1429,A04,Rated Bullet game,Zukertort Opening: Sicilian Invitation,1-0,Normal,60+2,1510,,,,Bullet,Zukertort Opening,3388,81,1469.5
2342,1304,B50,Rated Bullet game,Sicilian Defense,1-0,Time forfeit,60+0,1297,,,,Bullet,Sicilian Defense,27238,-7,1300.5
2357,1400,D35,Rated Bullet game,Queen's Gambit Declined: Normal Defense,0-1,Time forfeit,60+0,1347,,,,Bullet,Queen's Gambit Declined,4145,-53,1373.5
2380,1676,C23,Rated Bullet game,Bishop's Opening,1-0,Normal,60+0,1585,,,,Bullet,Bishop's Opening,2817,-91,1630.5
2394,1449,B21,Rated Bullet game,Sicilian Defense: Smith-Morra Gambit #2,1-0,Normal,120+1,1560,,,,Bullet,Sicilian Defense,27238,111,1504.5
2403,1417,A21,Rated Bullet game,"English Opening: King's English Variation, Reversed Sicilian",0-1,Time forfeit,120+1,1383,,,,Bullet,English Opening,7494,-34,1400.0
2414,1299,C30,Rated Bullet game,"King's Gambit Declined, Miles Defense",0-1,Time forfeit,120+1,1586,,,,Bullet,King's Gambit Declined,743,287,1442.5
2431,1423,A46,Rated Bullet game,Torre Attack #2,1-0,Time forfeit,120+1,1297,,,,Bullet,Torre Attack,394,-126,1360.0
2435,1334,C26,Rated Bullet game,Vienna Game: Falkbeer Variation,1-0,Time forfeit,60+0,1382,,,,Bullet,Vienna Game,1849,48,1358.0
2492,1403,B43,Rated Bullet game,"Sicilian Defense: Kan Variation, Knight Variation",0-1,Time forfeit,60+0,1318,,,,Bullet,Sicilian Defense,27238,-85,1360.5
2509,1495,C00,Rated Bullet game,French Defense: Knight Variation,0-1,Time forfeit,60+0,1473,,,,Bullet,French Defense,13036,-22,1484.0
2512,1302,D02,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,0-1,Normal,60+0,1324,,,,Bullet,Queen's Pawn Game,13096,22,1313.0
2520,1542,A40,Rated Bullet game,Englund Gambit,0-1,Normal,60+0,1550,,,,Bullet,Englund Gambit,651,8,1546.0
2531,1639,B10,Rated Bullet tournament https://lichess.org/tournament/pgSiLwfO,Caro-Kann Defense,0-1,Normal,60+0,1569,,,,Bullet,Caro-Kann Defense,6878,-70,1604.0
2536,1280,B00,Rated Bullet game,Nimzowitsch Defense: Franco-Nimzowitsch Variation,1-0,Normal,60+0,1477,,,,Bullet,Nimzowitsch Defense,2364,197,1378.5
2540,1673,A46,Rated Bullet tournament https://lichess.org/tournament/pgSiLwfO,Torre Attack,1-0,Normal,60+0,1623,,,,Bullet,Torre Attack,394,-50,1648.0
2544,1269,C46,Rated Bullet game,Four Knights Game: Italian Variation,1-0,Normal,120+1,1368,,,,Bullet,Four Knights Game,3524,99,1318.5
2554,1488,A00,Rated Bullet game,Ware Opening,0-1,Time forfeit,60+0,1489,,,,Bullet,Ware Defense,185,1,1488.5
2564,1496,C40,Rated Bullet tournament https://lichess.org/tournament/pgSiLwfO,King's Pawn Game: Busch-Gass Gambit,1-0,Normal,60+0,1400,,,,Bullet,King's Pawn Game,6903,-96,1448.0
2567,1664,B22,Rated Bullet game,Sicilian Defense: Alapin Variation,1-0,Time forfeit,120+1,1614,,,,Bullet,Sicilian Defense,27238,-50,1639.0
2591,1321,C62,Rated Bullet game,Ruy Lopez: Steinitz Defense,0-1,Normal,120+1,1401,,,,Bullet,Ruy Lopez,6912,80,1361.0
2592,1451,D02,Rated Bullet game,Queen's Pawn Game: Zukertort Variation,0-1,Time forfeit,60+0,1449,,,,Bullet,Queen's Pawn Game,13096,-2,1450.0
2603,1691,B46,Rated Bullet game,Sicilian Defense: Paulsen Variation,0-1,Normal,120+0,1604,,,,Bullet,Sicilian Defense,27238,-87,1647.5
2613,1804,A49,Rated Bullet tournament https://lichess.org/tournament/Qwrl9vbl,East Indian Defense,0-1,Time forfeit,60+1,1513,,,,Bullet,East Indian Defense,182,-291,1658.5
2618,1531,D52,Rated Bullet game,Queen's Gambit Declined: Cambridge Springs Variation,0-1,Normal,120+1,1615,,,,Bullet,Queen's Gambit Declined,4145,84,1573.0
2627,1385,A00,Rated Bullet tournament https://lichess.org/tournament/Qwrl9vbl,Van't Kruijs Opening,1-0,Normal,60+1,1739,,,,Bullet,Van't Kruijs Opening,2719,354,1562.0
2632,1425,A35,Rated Bullet game,"English Opening: Symmetrical Variation, Two Knights Variation",0-1,Normal,120+1,1498,,,,Bullet,English Opening,7494,73,1461.5
2648,1632,C00,Rated Bullet game,French Defense: Knight Variation,1-0,Normal,60+0,1499,,,,Bullet,French Defense,13036,-133,1565.5
2655,1398,A01,Rated Bullet game,Nimzo-Larsen Attack: English Variation,0-1,Normal,60+0,1451,,,,Bullet,Nimzo-Larsen Attack,2228,53,1424.5
2664,1470,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Normal,60+0,1447,,,,Bullet,Scandinavian Defense,7890,-23,1458.5
2665,1621,C67,Rated Bullet game,"Ruy Lopez: Berlin Defense, l'Hermet Variation",1-0,Normal,120+1,1632,,,,Bullet,Ruy Lopez,6912,11,1626.5
2675,1668,B15,Rated UltraBullet tournament https://lichess.org/tournament/iOVYi9ZX,Caro-Kann Defense: Main Line,0-1,Time forfeit,15+0,1493,,,,Bullet,Caro-Kann Defense,6878,-175,1580.5
2706,1344,C00,Rated Bullet game,French Defense #2,0-1,Time forfeit,60+0,1286,,,,Bullet,French Defense,13036,-58,1315.0
2722,1330,C02,Rated Bullet game,"French Defense: Advance Variation, Nimzowitsch System",0-1,Time forfeit,60+0,1301,,,,Bullet,French Defense,13036,-29,1315.5
2726,1267,A41,Rated Bullet game,Queen's Pawn,0-1,Time forfeit,60+0,1391,,,,Bullet,Queen's Pawn Game,1407,124,1329.0
2737,1384,C50,Rated Bullet game,Italian Game,1-0,Normal,60+0,1412,,,,Bullet,Italian Game,8617,28,1398.0
2748,1117,D00,Rated Bullet tournament https://lichess.org/tournament/GoLwCAey,Queen's Pawn Game: Mason Attack,1-0,Normal,60+0,1601,,,,Bullet,Queen's Pawn Game,13096,484,1359.0
2751,1342,B06,Rated UltraBullet tournament https://lichess.org/tournament/iOVYi9ZX,Modern Defense,0-1,Time forfeit,15+0,1624,,,,Bullet,Modern Defense,3666,282,1483.0
2757,1485,B00,Rated Bullet game,Owen Defense,0-1,Time forfeit,60+1,1464,,,,Bullet,Owen Defense,1829,-21,1474.5
2763,1326,A00,Rated Bullet game,Van Geet Opening: Dunst-Perrenet Gambit,1-0,Normal,60+0,1344,,,,Bullet,Van Geet Opening,693,18,1335.0
2777,1691,C46,Rated UltraBullet tournament https://lichess.org/tournament/iOVYi9ZX,Three Knights Opening,0-1,Time forfeit,15+0,1516,,,,Bullet,Three Knights Opening,1268,-175,1603.5
2793,1228,B01,Rated Bullet tournament https://lichess.org/tournament/2s3p2UYm,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Normal,120+0,1750,,,,Bullet,Scandinavian Defense,7890,522,1489.0
2816,1360,A04,Rated UltraBullet tournament https://lichess.org/tournament/iOVYi9ZX,Zukertort Opening: Kingside Fianchetto,1-0,Time forfeit,15+0,1360,,,,Bullet,Zukertort Opening,3388,0,1360.0
2826,1378,B02,Rated UltraBullet tournament https://lichess.org/tournament/iOVYi9ZX,Alekhine Defense,0-1,Time forfeit,15+0,1329,,,,Bullet,Alekhine Defense,2101,-49,1353.5
2828,1580,D31,Rated Bullet game,Queen's Gambit Declined: Queen's Knight Variation,0-1,Normal,120+1,1448,,,,Bullet,Queen's Gambit Declined,4145,-132,1514.0
2829,1406,D00,Rated Bullet game,Blackmar-Diemer Gambit: Teichmann Variation,0-1,Normal,60+0,1413,,,,Bullet,Blackmar-Diemer Gambit,631,7,1409.5
2833,1502,D10,Rated Bullet game,Slav Defense #3,0-1,Time forfeit,60+0,1556,,,,Bullet,Slav Defense,2437,54,1529.0
2849,1351,B00,Rated Bullet game,Owen Defense,0-1,Normal,60+0,1364,,,,Bullet,Owen Defense,1829,13,1357.5
2852,1549,B29,Rated Bullet game,"Sicilian Defense: Nimzowitsch Variation, Advance Variation",1-0,Normal,120+1,1500,,,,Bullet,Sicilian Defense,27238,-49,1524.5
2862,1560,C12,Rated Bullet game,"French Defense: MacCutcheon Variation, Lasker Variation",0-1,Time forfeit,45+3,1532,,,,Bullet,French Defense,13036,-28,1546.0
2866,1459,D24,Rated Bullet game,Queen's Gambit Accepted: Showalter Variation,1-0,Time forfeit,60+0,1500,,,,Bullet,Queen's Gambit Accepted,2590,41,1479.5
2871,1672,C00,Rated Bullet game,French Defense: Two Knights Variation,1-0,Time forfeit,60+0,1665,,,,Bullet,French Defense,13036,-7,1668.5
2873,1660,D37,Rated Bullet game,Queen's Gambit Declined: Three Knights Variation,1-0,Time forfeit,60+0,1659,,,,Bullet,Queen's Gambit Declined,4145,-1,1659.5
2880,1329,B40,Rated Bullet game,Sicilian Defense: French Variation,1-0,Time forfeit,60+0,1333,,,,Bullet,Sicilian Defense,27238,4,1331.0
2884,1615,C44,Rated Bullet game,Scotch Game,1-0,Normal,60+0,1605,,,,Bullet,Scotch Game,4227,-10,1610.0
2888,1661,C26,Rated Bullet game,Vienna Game: Falkbeer Variation,1-0,Normal,120+1,1691,,,,Bullet,Vienna Game,1849,30,1676.0
2893,1343,A40,Rated Bullet game,Englund Gambit,1-0,Normal,120+1,1385,,,,Bullet,Englund Gambit,651,42,1364.0
2896,1421,C00,Rated Bullet game,French Defense: Knight Variation,0-1,Time forfeit,60+0,1427,,,,Bullet,French Defense,13036,6,1424.0
2907,1334,B06,Rated Bullet game,Modern Defense,0-1,Time forfeit,60+0,1431,,,,Bullet,Modern Defense,3666,97,1382.5
2908,1520,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Normal,60+0,1535,,,,Bullet,Scandinavian Defense,7890,15,1527.5
2910,1700,B30,Rated Bullet game,Sicilian Defense: Old Sicilian,1-0,Time forfeit,60+0,1691,,,,Bullet,Sicilian Defense,27238,-9,1695.5
2915,1615,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,1-0,Time forfeit,60+0,1684,,,,Bullet,Zukertort Opening,3388,69,1649.5
2924,1468,A45,Rated Bullet game,Indian Game,1-0,Normal,60+0,1461,,,,Bullet,Indian Game,4090,-7,1464.5
2930,1525,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Normal,60+0,1370,,,,Bullet,Van't Kruijs Opening,2719,-155,1447.5
2935,1408,C41,Rated Bullet game,Philidor Defense #2,1-0,Normal,60+0,1433,,,,Bullet,Philidor Defense,5391,25,1420.5
2961,1429,A03,Rated Bullet game,Bird Opening: Williams Gambit,1-0,Time forfeit,60+0,1499,,,,Bullet,Bird Opening,1581,70,1464.0
2963,1400,A30,Rated Bullet tournament https://lichess.org/tournament/CPZyNN6S,English Opening: Symmetrical Variation,1-0,Normal,60+0,1810,,,,Bullet,English Opening,7494,410,1605.0
2977,1381,B10,Rated UltraBullet game,Caro-Kann Defense,1-0,Time forfeit,15+0,1500,,,,Bullet,Caro-Kann Defense,6878,119,1440.5
3004,1128,D02,Rated Bullet tournament https://lichess.org/tournament/ZZtPvL6Y,Queen's Pawn Game: Zukertort Variation,1-0,Normal,60+1,1499,,,,Bullet,Queen's Pawn Game,13096,371,1313.5
3020,1519,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Time forfeit,60+0,1505,,,,Bullet,Scandinavian Defense,7890,-14,1512.0
3033,1583,B20,Rated Bullet game,Sicilian Defense,1-0,Normal,60+0,1319,,,,Bullet,Sicilian Defense,27238,-264,1451.0
3036,1520,A00,Rated Bullet game,Van't Kruijs Opening,1-0,Normal,120+1,1558,,,,Bullet,Van't Kruijs Opening,2719,38,1539.0
3049,1498,A40,Rated Bullet game,English Defense #2,1-0,Normal,120+1,1484,,,,Bullet,English Defense,795,-14,1491.0
3060,1323,B07,Rated Bullet game,Pirc Defense #4,1-0,Time forfeit,60+0,1309,,,,Bullet,Pirc Defense,2814,-14,1316.0
3066,1501,C30,Rated Bullet game,"King's Gambit Declined, Queen's Knight Defense",0-1,Normal,60+0,1464,,,,Bullet,King's Gambit Declined,743,-37,1482.5
3074,1500,A00,Rated UltraBullet game,Van Geet Opening: Napoleon Attack,0-1,Time forfeit,15+0,1454,,,,Bullet,Van Geet Opening,693,-46,1477.0
3079,1710,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,1-0,Time forfeit,60+0,1666,,,,Bullet,Sicilian Defense,27238,-44,1688.0
3104,1303,B57,Rated Bullet game,"Sicilian Defense: Sozin, not Scheveningen",1-0,Normal,120+1,1320,,,,Bullet,Sicilian Defense,27238,17,1311.5
3143,1414,A03,Rated Bullet game,Bird Opening: Dutch Variation,0-1,Normal,60+0,1586,,,,Bullet,Bird Opening,1581,172,1500.0
3147,1736,D00,Rated UltraBullet game,Blackmar-Diemer Gambit,1-0,Time forfeit,15+0,1359,,,,Bullet,Blackmar-Diemer Gambit,631,-377,1547.5
3156,1489,C02,Rated Bullet game,French Defense: Advance Variation,0-1,Time forfeit,120+1,1459,,,,Bullet,French Defense,13036,-30,1474.0
3159,1512,A57,Rated Bullet game,Benoni Defense: HromÃ¡dka System,0-1,Normal,120+1,1535,,,,Bullet,Benoni Defense,1124,23,1523.5
3164,1399,D00,Rated Bullet game,Queen's Pawn Game #2,1-0,Time forfeit,60+0,1535,,,,Bullet,Queen's Pawn Game,13096,136,1467.0
3173,1406,A40,Rated Bullet tournament https://lichess.org/tournament/1GGWxdVN,"Englund Gambit Declined, Reversed French",0-1,Normal,30+0,1801,,,,Bullet,Englund Gambit Declined,594,395,1603.5
3181,1390,D02,Rated Bullet game,Queen's Pawn Game: London System,0-1,Time forfeit,60+0,1380,,,,Bullet,Queen's Pawn Game,13096,-10,1385.0
3212,1601,B21,Rated Bullet game,Sicilian Defense: McDonnell Attack,1-0,Normal,60+0,1609,,,,Bullet,Sicilian Defense,27238,8,1605.0
3216,1449,A01,Rated Bullet game,Nimzo-Larsen Attack: English Variation,1-0,Time forfeit,60+0,1257,,,,Bullet,Nimzo-Larsen Attack,2228,-192,1353.0
3224,1674,A00,Rated Bullet game,Mieses Opening,0-1,Time forfeit,60+0,1443,,,,Bullet,Mieses Opening,881,-231,1558.5
3226,1690,B92,Rated Bullet game,"Sicilian Defense: Najdorf Variation, Opocensky Variation",1-0,Normal,120+1,1705,,,,Bullet,Sicilian Defense,27238,15,1697.5
3236,1393,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,0-1,Normal,60+0,1349,,,,Bullet,Zukertort Opening,3388,-44,1371.0
3241,1394,C43,Rated Bullet game,Petrov: Modern Attack,1-0,Time forfeit,60+0,1441,,,,Bullet,Petrov Defense,114,47,1417.5
3246,1404,A40,Rated Bullet game,English Defense #2,1-0,Time forfeit,60+0,1460,,,,Bullet,English Defense,795,56,1432.0
3271,1599,A42,Rated Bullet game,Sicilian Defense: Hyperaccelerated Fianchetto,0-1,Normal,60+0,1562,,,,Bullet,Sicilian Defense,27238,-37,1580.5
3289,1500,B00,Rated Bullet game,Owen Defense,0-1,Time forfeit,60+0,1538,,,,Bullet,Owen Defense,1829,38,1519.0
3292,1398,A41,Rated Bullet game,Old Indian Defense,0-1,Normal,60+0,1402,,,,Bullet,Old Indian Defense,506,4,1400.0
3294,1511,A41,Rated Bullet game,Rat Defense: English Rat,1-0,Normal,60+0,1500,,,,Bullet,Rat Defense,755,-11,1505.5
3295,1530,A22,Rated Bullet game,English Opening: Carls-Bremen System,0-1,Normal,120+1,1686,,,,Bullet,English Opening,7494,156,1608.0
3307,1544,A00,Rated Bullet game,Polish Opening: Czech Defense,1-0,Normal,120+1,1611,,,,Bullet,Polish Opening,733,67,1577.5
3310,1416,B02,Rated Bullet tournament https://lichess.org/tournament/lgiJuvd5,Alekhine Defense: Mokele Mbembe,1-0,Time forfeit,60+0,1401,,,,Bullet,Alekhine Defense,2101,-15,1408.5
3314,1662,C55,Rated Bullet game,Italian Game: Anti-Fried Liver Defense,1-0,Time forfeit,60+0,1642,,,,Bullet,Italian Game,8617,-20,1652.0
3325,1430,A03,Rated Bullet game,Bird Opening: Dutch Variation,0-1,Normal,120+1,1288,,,,Bullet,Bird Opening,1581,-142,1359.0
3328,1492,B20,Rated Bullet game,Sicilian Defense,0-1,Time forfeit,60+0,1462,,,,Bullet,Sicilian Defense,27238,-30,1477.0
3334,1475,B01,Rated Bullet game,Scandinavian Defense,1-0,Time forfeit,60+0,1543,,,,Bullet,Scandinavian Defense,7890,68,1509.0
3361,1395,B00,Rated Bullet game,Caro-Kann Defense: Hillbilly Attack,1-0,Normal,60+0,1411,,,,Bullet,Caro-Kann Defense,6878,16,1403.0
3364,1549,D44,Rated Bullet game,Queen's Gambit Declined: Vienna Variation,1-0,Normal,60+0,1580,,,,Bullet,Queen's Gambit Declined,4145,31,1564.5
3370,1353,A10,Rated Bullet game,English Opening: Great Snake Variation,0-1,Normal,60+0,1353,,,,Bullet,English Opening,7494,0,1353.0
3376,1500,B01,Rated Bullet game,Scandinavian Defense: Anderssen Counterattack,1-0,Time forfeit,120+0,1500,,,,Bullet,Scandinavian Defense,7890,0,1500.0
3394,1384,D00,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,0-1,Normal,60+0,1374,,,,Bullet,Queen's Pawn Game,13096,-10,1379.0
3400,1408,A03,Rated Bullet game,Bird Opening: Dutch Variation,1-0,Normal,60+0,1425,,,,Bullet,Bird Opening,1581,17,1416.5
3404,1345,A00,Rated Bullet game,Mieses Opening: Reversed Rat,0-1,Normal,60+0,1344,,,,Bullet,Mieses Opening,881,-1,1344.5
3406,1313,C46,Rated Bullet game,Three Knights Opening,0-1,Time forfeit,120+1,1392,,,,Bullet,Three Knights Opening,1268,79,1352.5
3425,1428,C34,Rated Bullet tournament https://lichess.org/tournament/SErHOiwD,"King's Gambit Accepted, Schallopp Defense",1-0,Normal,60+1,1379,,,,Bullet,King's Gambit Accepted,1706,-49,1403.5
3437,1347,A00,Rated UltraBullet tournament https://lichess.org/tournament/kFqdq0JW,Van't Kruijs Opening,0-1,Time forfeit,15+0,1562,,,,Bullet,Van't Kruijs Opening,2719,215,1454.5
3447,1446,C27,Rated Bullet game,Vienna Game,1-0,Time forfeit,60+0,1500,,,,Bullet,Vienna Game,1849,54,1473.0
3453,1551,A04,Rated Bullet game,Zukertort Opening: Ross Gambit,0-1,Time forfeit,60+0,1429,,,,Bullet,Zukertort Opening,3388,-122,1490.0
3463,1335,A00,Rated Bullet game,Grob Opening,1-0,Normal,60+0,1294,,,,Bullet,Grob Opening,476,-41,1314.5
3471,1610,A41,Rated Bullet tournament https://lichess.org/tournament/gmsw1HAU,Old Indian Defense,1-0,Time forfeit,60+0,1681,,,,Bullet,Old Indian Defense,506,71,1645.5
3483,1737,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,1-0,Normal,60+0,1657,,,,Bullet,Zukertort Opening,3388,-80,1697.0
3487,1327,B01,Rated Bullet game,Scandinavian Defense: Main Line,1-0,Normal,120+1,1432,,,,Bullet,Scandinavian Defense,7890,105,1379.5
3494,1335,D44,Rated Bullet game,Queen's Gambit Declined: Vienna Variation,1-0,Normal,60+0,1352,,,,Bullet,Queen's Gambit Declined,4145,17,1343.5
3496,1547,B54,Rated Bullet game,Sicilian Defense #2,1-0,Normal,60+0,1535,,,,Bullet,Sicilian Defense,27238,-12,1541.0
3517,1586,C00,Rated Bullet game,French Defense: Normal Variation,1-0,Normal,60+0,1616,,,,Bullet,French Defense,13036,30,1601.0
3519,1508,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Time forfeit,60+0,1535,,,,Bullet,Van't Kruijs Opening,2719,27,1521.5
3527,1596,A01,Rated Bullet game,Nimzo-Larsen Attack: Modern Variation #3,1/2-1/2,Normal,120+1,1564,,,,Bullet,Nimzo-Larsen Attack,2228,-32,1580.0
3536,1506,A45,Rated Bullet game,Indian Game,1-0,Time forfeit,60+0,1500,,,,Bullet,Indian Game,4090,-6,1503.0
3555,1350,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,1-0,Normal,60+0,1356,,,,Bullet,Zukertort Opening,3388,6,1353.0
3578,1308,A40,Rated Bullet game,Englund Gambit,1-0,Time forfeit,60+0,1386,,,,Bullet,Englund Gambit,651,78,1347.0
3606,1453,A40,Rated Bullet game,English Defense #2,1-0,Normal,60+0,1411,,,,Bullet,English Defense,795,-42,1432.0
3633,1670,B22,Rated Bullet game,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",0-1,Normal,60+0,1701,,,,Bullet,Sicilian Defense,27238,31,1685.5
3652,1415,A00,Rated Bullet game,Polish Opening: Baltic Defense,0-1,Normal,60+0,1395,,,,Bullet,Polish Opening,733,-20,1405.0
3653,1375,C55,Rated Bullet game,"Italian Game: Two Knights Defense, Modern Bishop's Opening",0-1,Normal,60+0,1350,,,,Bullet,Italian Game,8617,-25,1362.5
3655,1599,B07,Rated Bullet game,Pirc Defense #4,0-1,Normal,60+0,1594,,,,Bullet,Pirc Defense,2814,-5,1596.5
3658,1681,B06,Rated Bullet game,Modern Defense,1-0,Time forfeit,60+0,1689,,,,Bullet,Modern Defense,3666,8,1685.0
3665,1680,B07,Rated Bullet game,Pirc Defense #3,0-1,Time forfeit,60+0,1650,,,,Bullet,Pirc Defense,2814,-30,1665.0
3673,1522,A43,Rated Bullet game,Old Benoni Defense #2,0-1,Normal,120+1,1500,,,Ke3,Bullet,Old Benoni Defense,867,-22,1511.0
3687,1307,A06,Rated Bullet game,Zukertort Opening: Old Indian Attack,0-1,Normal,60+0,1367,,,,Bullet,Zukertort Opening,3388,60,1337.0
3703,1368,A03,Rated Bullet game,Bird Opening: Dutch Variation,1-0,Time forfeit,60+0,1352,,,,Bullet,Bird Opening,1581,-16,1360.0
3716,1472,A53,Rated Bullet game,Old Indian Defense,1-0,Time forfeit,60+0,1475,,,,Bullet,Old Indian Defense,506,3,1473.5
