,BlackElo,ECO,Event,Opening,Result,Termination,TimeControl,WhiteElo,BlackTitle,WhiteTitle,Move_ply_200,Category,Opening_new,freq,ELO Diff,Ave ELO
118733,2436,B06,Rated Bullet game,Modern Defense,0-1,Normal,60+0,2384,NM,CM,,Bullet,Modern Defense,3666,-52,2410.0
118738,1937,A49,Rated Bullet game,East Indian Defense,0-1,Normal,60+0,1954,,,,Bullet,East Indian Defense,182,17,1945.5
118784,1782,A46,Rated Bullet tournament https://lichess.org/tournament/g5IeEajk,Indian Game: Wade-Tartakower Defense,1-0,Normal,60+0,1794,,,,Bullet,Indian Game,4090,12,1788.0
118811,1822,B21,Rated Bullet game,Sicilian Defense: Morphy Gambit,1-0,Normal,60+0,1981,,,,Bullet,Sicilian Defense,27238,159,1901.5
118814,1746,B42,Rated Bullet game,"Sicilian Defense: Kan Variation, Modern Variation",1-0,Time forfeit,60+0,1806,,,,Bullet,Sicilian Defense,27238,60,1776.0
118818,2124,A30,Rated Bullet game,English Opening: Symmetrical Variation,0-1,Normal,60+0,2203,,,,Bullet,English Opening,7494,79,2163.5
118828,1694,D53,Rated Bullet game,Queen's Gambit Declined: 4.Bg5 Be7,0-1,Time forfeit,120+1,1713,,,,Bullet,Queen's Gambit Declined,4145,19,1703.5
118831,1707,A00,Rated Bullet tournament https://lichess.org/tournament/g5IeEajk,Hungarian Opening,1-0,Normal,60+0,2136,,,,Bullet,Hungarian Opening,2313,429,1921.5
118835,2237,C41,Rated Bullet game,Philidor Defense: Hanham Variation,0-1,Time forfeit,60+0,2261,,,,Bullet,Philidor Defense,5391,24,2249.0
118836,1815,A01,Rated Bullet game,Nimzo-Larsen Attack,1-0,Normal,60+0,1784,,,,Bullet,Nimzo-Larsen Attack,2228,-31,1799.5
118852,1520,C22,Rated Bullet tournament https://lichess.org/tournament/g5IeEajk,Center Game: Normal Variation,1-0,Time forfeit,60+0,2149,,,,Bullet,Center Game,1393,629,1834.5
118920,1923,A43,Rated Bullet game,Old Benoni Defense,0-1,Normal,60+0,1915,,,,Bullet,Old Benoni Defense,867,-8,1919.0
118927,1892,A00,Rated Bullet game,Saragossa Opening,1-0,Normal,60+0,1919,,,,Bullet,Saragossa Opening,513,27,1905.5
118937,1836,B06,Rated Bullet game,Robatsch (Modern) Defense,1-0,Time forfeit,60+0,1906,,,,Bullet,Robatsch (Modern) Defense,867,70,1871.0
118970,1673,C07,Rated Bullet game,"French Defense: Tarrasch Variation, Open System",1-0,Time forfeit,60+0,1732,,,,Bullet,French Defense,13036,59,1702.5
118980,1917,C00,Rated Bullet game,French Defense: Queen's Knight,1-0,Time forfeit,60+0,1849,,,,Bullet,French Defense,13036,-68,1883.0
119007,2751,A46,Rated Bullet game,Indian Game: London System,1-0,Normal,60+0,2302,,,,Bullet,Indian Game,4090,-449,2526.5
119011,1827,A45,Rated Bullet game,Indian Game,0-1,Time forfeit,60+0,1804,,,,Bullet,Indian Game,4090,-23,1815.5
119018,2215,A13,Rated Bullet game,English Opening: Agincourt Defense,1-0,Normal,60+0,2262,,,,Bullet,English Opening,7494,47,2238.5
119021,2323,A40,Rated Bullet game,Mikenas Defense,1-0,Normal,60+0,2723,,,,Bullet,Mikenas Defense,464,400,2523.0
119035,1719,D00,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,0-1,Normal,60+0,1702,,,,Bullet,Queen's Pawn Game,13096,-17,1710.5
119041,1802,B06,Rated Bullet game,Robatsch (Modern) Defense,1-0,Time forfeit,120+1,1810,,,,Bullet,Robatsch (Modern) Defense,867,8,1806.0
119042,1741,C62,Rated Bullet game,Ruy Lopez: Steinitz Defense,0-1,Normal,120+1,1691,,,,Bullet,Ruy Lopez,6912,-50,1716.0
119045,1726,A40,Rated Bullet game,Queen's Pawn,1-0,Normal,60+0,1690,,,,Bullet,Queen's Pawn Game,1407,-36,1708.0
119070,1785,B32,Rated Bullet game,Sicilian Defense: Loewenthal Variation,1-0,Time forfeit,60+0,1768,,,,Bullet,Sicilian Defense,27238,-17,1776.5
119076,1748,D43,Rated Bullet game,Semi-Slav Defense,1-0,Time forfeit,60+0,1716,,,,Bullet,Semi-Slav Defense,1054,-32,1732.0
119083,2072,B32,Rated Bullet game,Sicilian Defense: Loewenthal Variation,1-0,Time forfeit,120+1,2055,,,,Bullet,Sicilian Defense,27238,-17,2063.5
119095,1898,C65,Rated Bullet game,Ruy Lopez: Berlin Defense #2,0-1,Time forfeit,60+0,1848,,,,Bullet,Ruy Lopez,6912,-50,1873.0
119104,2404,B07,Rated Bullet game,Pirc Defense #5,1-0,Normal,60+0,2746,,,,Bullet,Pirc Defense,2814,342,2575.0
119116,1879,A00,Rated Bullet game,Hungarian Opening: Slav Formation,0-1,Normal,60+0,1817,,,,Bullet,Hungarian Opening,2313,-62,1848.0
119173,1871,B30,Rated Bullet game,Sicilian Defense: Old Sicilian,0-1,Time forfeit,60+0,1825,,,,Bullet,Sicilian Defense,27238,-46,1848.0
119176,2027,D40,Rated Bullet game,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",1-0,Normal,60+0,2021,,,,Bullet,Queen's Gambit Declined,4145,-6,2024.0
119192,1841,A40,Rated Bullet game,Queen's Pawn,0-1,Normal,60+0,1857,,,,Bullet,Queen's Pawn Game,1407,16,1849.0
119257,1843,B02,Rated Bullet game,Alekhine Defense,1-0,Normal,60+0,1817,,,,Bullet,Alekhine Defense,2101,-26,1830.0
119259,1790,A01,Rated Bullet game,Nimzo-Larsen Attack,1-0,Time forfeit,60+0,1802,,,,Bullet,Nimzo-Larsen Attack,2228,12,1796.0
119278,2026,D32,Rated Bullet tournament https://lichess.org/tournament/5l6VuDCs,Tarrasch Defense: von Hennig Gambit,0-1,Normal,60+0,1791,,,,Bullet,Tarrasch Defense,312,-235,1908.5
119279,1729,C20,Rated Bullet game,King's Pawn Game: Leonardis Variation,0-1,Time forfeit,120+1,1745,,,,Bullet,King's Pawn Game,6903,16,1737.0
119291,1873,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Time forfeit,120+1,1951,,,,Bullet,Van't Kruijs Opening,2719,78,1912.0
119307,1701,C00,Rated Bullet game,French Defense: Normal Variation,0-1,Normal,60+0,1706,,,,Bullet,French Defense,13036,5,1703.5
119339,1788,D10,Rated Bullet game,Slav Defense #2,1-0,Normal,120+1,1651,,,,Bullet,Slav Defense,2437,-137,1719.5
119365,1881,C01,Rated Bullet game,French Defense: Exchange Variation,1-0,Normal,60+0,1937,,,,Bullet,French Defense,13036,56,1909.0
119443,1653,A00,Rated UltraBullet tournament https://lichess.org/tournament/zZo86jcC,Hungarian Opening: Indian Defense,1-0,Time forfeit,15+0,1837,,,,Bullet,Hungarian Opening,2313,184,1745.0
119450,1742,B01,Rated Bullet game,Scandinavian Defense: Marshall Variation,0-1,Normal,60+0,1751,,,,Bullet,Scandinavian Defense,7890,9,1746.5
119469,1707,B00,Rated Bullet game,Duras Gambit,1-0,Time forfeit,60+0,1704,,,,Bullet,Duras Gambit,230,-3,1705.5
119503,1928,B03,Rated Bullet game,Alekhine Defense: Exchange Variation,1-0,Normal,90+0,2122,,,,Bullet,Alekhine Defense,2101,194,2025.0
119537,1788,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,0-1,Time forfeit,60+0,1822,,,,Bullet,Scandinavian Defense,7890,34,1805.0
119540,1912,B01,Rated Bullet game,Scandinavian Defense: Blackburne-Kloosterboer Gambit,0-1,Normal,60+0,1837,,,,Bullet,Scandinavian Defense,7890,-75,1874.5
119558,1923,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Time forfeit,0+1,1731,,,,Bullet,Van't Kruijs Opening,2719,-192,1827.0
119562,2079,B01,Rated Bullet tournament https://lichess.org/tournament/YXARmXHD,Scandinavian Defense,0-1,Time forfeit,30+0,1455,,,,Bullet,Scandinavian Defense,7890,-624,1767.0
119597,1871,B50,Rated Bullet game,Sicilian Defense,0-1,Time forfeit,60+0,1804,,,,Bullet,Sicilian Defense,27238,-67,1837.5
119611,1783,A01,Rated Bullet game,Nimzo-Larsen Attack: English Variation,1-0,Normal,60+0,1868,,,,Bullet,Nimzo-Larsen Attack,2228,85,1825.5
119674,1754,C55,Rated Bullet game,"Italian Game: Two Knights Defense, Modern Bishop's Opening",0-1,Normal,60+0,1732,,,,Bullet,Italian Game,8617,-22,1743.0
119679,1789,A40,Rated Bullet game,English Defense #2,0-1,Time forfeit,120+1,1699,,,,Bullet,English Defense,795,-90,1744.0
119726,1903,B00,Rated Bullet game,Borg Defense: Borg Gambit,1-0,Normal,60+0,1788,,,,Bullet,Borg Defense,130,-115,1845.5
119738,1748,A40,Rated Bullet game,Queen's Pawn,1-0,Time forfeit,60+0,1728,,,,Bullet,Queen's Pawn Game,1407,-20,1738.0
119767,1938,B90,Rated Bullet game,"Sicilian Defense: Najdorf, Lipnitsky Attack",1-0,Time forfeit,60+0,1947,,,,Bullet,Sicilian Defense,27238,9,1942.5
119791,1858,D02,Rated Bullet game,Queen's Pawn Game: Zukertort Variation,0-1,Normal,120+0,1945,,,,Bullet,Queen's Pawn Game,13096,87,1901.5
119792,1467,A00,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Hungarian Opening: Sicilian Invitation,1-0,Time forfeit,30+0,2414,,,,Bullet,Hungarian Opening,2313,947,1940.5
119811,1736,B43,Rated Bullet game,"Sicilian Defense: Kan Variation, Wing Attack",1-0,Time forfeit,120+1,1815,,,,Bullet,Sicilian Defense,27238,79,1775.5
119823,1770,B07,Rated Bullet game,Pirc Defense #4,0-1,Normal,60+0,1788,,,,Bullet,Pirc Defense,2814,18,1779.0
119854,2334,A00,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Hungarian Opening: Indian Defense,0-1,Time forfeit,30+0,2201,,,,Bullet,Hungarian Opening,2313,-133,2267.5
119855,1788,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,1/2-1/2,Normal,60+0,1791,,,,Bullet,Zukertort Opening,3388,3,1789.5
119860,1855,A00,Rated Bullet game,Anderssen Opening,0-1,Time forfeit,60+0,1753,,,,Bullet,Anderssen Opening,119,-102,1804.0
119864,2127,C01,Rated Bullet game,"French Defense: Exchange Variation, Svenonius Variation",0-1,Normal,60+0,2115,,,,Bullet,French Defense,13036,-12,2121.0
119892,1899,C20,Rated Bullet game,King's Pawn Game: King's Head Opening #2,1-0,Time forfeit,0+1,1912,,,,Bullet,King's Pawn Game,6903,13,1905.5
119894,1741,B10,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Caro-Kann Defense,0-1,Normal,30+0,1780,,,,Bullet,Caro-Kann Defense,6878,39,1760.5
119898,2691,B12,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Caro-Kann Defense,0-1,Normal,30+0,1524,IM,,,Bullet,Caro-Kann Defense,6878,-1167,2107.5
119941,1699,B02,Rated Bullet game,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",0-1,Normal,60+0,1822,,,,Bullet,Alekhine Defense,2101,123,1760.5
119980,2001,E36,Rated Bullet game,"Nimzo-Indian Defense: Classical Variation, Noa Variation",1-0,Time forfeit,60+0,2622,,GM,,Bullet,Nimzo-Indian Defense,1319,621,2311.5
119990,1717,C21,Rated Bullet game,Center Game: Halasz-McDonnell Gambit,1-0,Normal,60+0,1898,,,,Bullet,Center Game,1393,181,1807.5
119992,1866,A40,Rated Bullet game,"Englund Gambit Declined, Reversed French",1-0,Normal,60+0,1909,,,,Bullet,Englund Gambit Declined,594,43,1887.5
120002,1739,C46,Rated Bullet game,Four Knights Game: Italian Variation,0-1,Normal,120+1,1742,,,,Bullet,Four Knights Game,3524,3,1740.5
120006,1733,B41,Rated Bullet game,Sicilian Defense: Kan Variation,1-0,Time forfeit,60+0,1733,,,,Bullet,Sicilian Defense,27238,0,1733.0
120023,1960,A00,Rated Bullet game,Van't Kruijs Opening,1-0,Normal,60+0,1884,,,,Bullet,Van't Kruijs Opening,2719,-76,1922.0
120027,1769,A56,Rated Bullet game,Benoni Defense: King's Indian System,1-0,Normal,60+0,1717,,,,Bullet,Benoni Defense,1124,-52,1743.0
120028,2044,B20,Rated Bullet game,Sicilian Defense: Wing Gambit,1-0,Normal,120+1,2009,,,,Bullet,Sicilian Defense,27238,-35,2026.5
120053,2636,B01,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Scandinavian Defense: Blackburne Gambit,0-1,Normal,30+0,2915,FM,GM,,Bullet,Scandinavian Defense,7890,279,2775.5
120098,2004,C30,Rated Bullet game,"King's Gambit Declined: Classical, Soldatenkov Variation",1-0,Normal,0+1,2022,,,,Bullet,King's Gambit Declined,743,18,2013.0
120183,2426,C02,Rated Bullet game,"French Defense: Advance Variation, Main Line",0-1,Time forfeit,60+0,2439,,,,Bullet,French Defense,13036,13,2432.5
120191,2184,B25,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,"Sicilian Defense: Closed Variation, Traditional",1-0,Normal,30+0,2145,,,,Bullet,Sicilian Defense,27238,-39,2164.5
120229,1865,A51,Rated Bullet game,Indian Game: Budapest Defense,0-1,Time forfeit,60+0,1874,,,,Bullet,Indian Game,4090,9,1869.5
120243,1767,C15,Rated Bullet game,French Defense: Winawer Variation,1-0,Normal,120+1,2002,,,,Bullet,French Defense,13036,235,1884.5
120261,1854,B07,Rated Bullet game,Pirc Defense #3,0-1,Time forfeit,120+1,1780,,,,Bullet,Pirc Defense,2814,-74,1817.0
120263,1894,D02,Rated Bullet game,Queen's Pawn Game: Chigorin Variation,1-0,Normal,60+0,1881,,,,Bullet,Queen's Pawn Game,13096,-13,1887.5
120313,1773,D10,Rated Bullet game,Slav Defense #2,0-1,Time forfeit,120+1,1932,,,,Bullet,Slav Defense,2437,159,1852.5
120316,1785,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,0-1,Normal,60+0,1826,,,,Bullet,Scandinavian Defense,7890,41,1805.5
120337,1824,A00,Rated Bullet game,Hungarian Opening,0-1,Time forfeit,60+0,1621,,,,Bullet,Hungarian Opening,2313,-203,1722.5
120348,1860,B06,Rated Bullet game,Modern Defense,0-1,Time forfeit,120+1,1692,,,,Bullet,Modern Defense,3666,-168,1776.0
120349,2045,A04,Rated Bullet game,Zukertort Opening: Sicilian Invitation,0-1,Normal,60+0,1979,,,,Bullet,Zukertort Opening,3388,-66,2012.0
120351,1728,B20,Rated Bullet game,Sicilian Defense: Bowdler Attack,0-1,Time forfeit,60+0,1683,,,,Bullet,Sicilian Defense,27238,-45,1705.5
120354,1856,B50,Rated Bullet game,Sicilian Defense,1-0,Normal,60+0,1778,,,,Bullet,Sicilian Defense,27238,-78,1817.0
120358,2629,B90,Rated Bullet game,Sicilian Defense: Najdorf Variation,1-0,Normal,60+1,2400,GM,,,Bullet,Sicilian Defense,27238,-229,2514.5
120387,2251,C00,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Queen's Pawn Game: Franco-Sicilian Defense,1-0,Normal,30+0,2849,,GM,,Bullet,Queen's Pawn Game,13096,598,2550.0
120412,1938,B00,Rated Bullet game,King's Pawn Game: Nimzowitsch Defense,1-0,Normal,60+0,1931,,,,Bullet,King's Pawn Game,6903,-7,1934.5
120441,1987,B06,Rated Bullet game,Modern Defense: Three Pawns Attack,0-1,Time forfeit,120+1,1746,,,,Bullet,Modern Defense,3666,-241,1866.5
120442,1879,B01,Rated Bullet tournament https://lichess.org/tournament/j5jnRrzr,"Scandinavian Defense: Main Line, Leonhardt Gambit",1-0,Normal,60+0,1729,,,,Bullet,Scandinavian Defense,7890,-150,1804.0
120469,1828,A01,Rated Bullet game,Nimzo-Larsen Attack,0-1,Normal,60+0,1779,,,,Bullet,Nimzo-Larsen Attack,2228,-49,1803.5
120511,1736,B01,Rated Bullet game,Scandinavian Defense,1-0,Normal,60+0,1735,,,,Bullet,Scandinavian Defense,7890,-1,1735.5
120515,1758,B07,Rated Bullet game,Rat Defense: Harmonist,1-0,Time forfeit,60+0,1898,,,,Bullet,Rat Defense,755,140,1828.0
120532,2206,B06,Rated Bullet game,Robatsch (Modern) Defense,0-1,Normal,60+1,2235,,,,Bullet,Robatsch (Modern) Defense,867,29,2220.5
120559,2019,B27,Rated Bullet game,Sicilian Defense: Katalimov Variation,0-1,Normal,60+0,1979,,,,Bullet,Sicilian Defense,27238,-40,1999.0
120584,2233,B06,Rated Bullet game,Robatsch (Modern) Defense,0-1,Normal,60+1,2213,,,,Bullet,Robatsch (Modern) Defense,867,-20,2223.0
120585,2084,A90,Rated Bullet game,Dutch Defense: Nimzo-Dutch Variation,0-1,Normal,120+1,2286,,,,Bullet,Dutch Defense,1126,202,2185.0
120587,2216,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Normal,60+0,2118,,,,Bullet,Scandinavian Defense,7890,-98,2167.0
120625,1448,D26,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,"Queen's Gambit Accepted: Normal Variation, Traditional System",1-0,Time forfeit,30+0,2087,,,,Bullet,Queen's Gambit Accepted,2590,639,1767.5
120632,1754,B01,Rated Bullet game,Scandinavian Defense: Mieses-Kotroc Variation,1-0,Time forfeit,60+0,1757,,,,Bullet,Scandinavian Defense,7890,3,1755.5
120636,2894,B20,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Sicilian Defense: Kronberger Variation,0-1,Normal,30+0,2489,GM,CM,,Bullet,Sicilian Defense,27238,-405,2691.5
120652,1815,A01,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Nimzo-Larsen Attack,1-0,Normal,30+0,2118,,,,Bullet,Nimzo-Larsen Attack,2228,303,1966.5
120655,2355,B06,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Modern Defense: Two Knights Variation,0-1,Time forfeit,30+0,2181,,,,Bullet,Modern Defense,3666,-174,2268.0
120700,1767,C00,Rated Bullet game,French Defense: Chigorin Variation,0-1,Time forfeit,120+1,1846,,,,Bullet,French Defense,13036,79,1806.5
120717,1426,B06,Rated Bullet tournament https://lichess.org/tournament/ck8yw68M,Modern Defense: Standard Line,1-0,Normal,90+0,2063,,,,Bullet,Modern Defense,3666,637,1744.5
120741,1777,A00,Rated Bullet game,Van't Kruijs Opening,0-1,Normal,60+0,1776,,,,Bullet,Van't Kruijs Opening,2719,-1,1776.5
120778,1782,B00,Rated Bullet game,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Nimzowitsch Gambit",1-0,Time forfeit,60+0,1865,,,,Bullet,Nimzowitsch Defense,2364,83,1823.5
120826,1829,B90,Rated Bullet game,"Sicilian Defense: Najdorf Variation, English Attack",0-1,Time forfeit,60+0,1839,,,,Bullet,Sicilian Defense,27238,10,1834.0
120882,1839,B06,Rated Bullet game,Modern Defense,0-1,Time forfeit,60+0,1627,,,,Bullet,Modern Defense,3666,-212,1733.0
120918,1882,D00,Rated Bullet game,Queen's Pawn Game #2,0-1,Normal,60+0,1880,,,,Bullet,Queen's Pawn Game,13096,-2,1881.0
120920,1667,C00,Rated Bullet game,French Defense: Queen's Knight,0-1,Normal,120+1,1735,,,,Bullet,French Defense,13036,68,1701.0
120988,1801,D37,Rated Bullet game,Queen's Gambit Declined: Three Knights Variation,0-1,Time forfeit,60+0,1783,,,,Bullet,Queen's Gambit Declined,4145,-18,1792.0
121001,1799,C25,Rated Bullet game,"Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit",0-1,Normal,60+0,1767,,,,Bullet,Vienna Game,1849,-32,1783.0
121007,1862,B21,Rated Bullet game,Sicilian Defense: Smith-Morra Gambit,0-1,Normal,60+0,1836,,,,Bullet,Sicilian Defense,27238,-26,1849.0
121030,2031,A06,Rated Bullet game,Zukertort Opening: Tennison Gambit,1-0,Normal,60+0,2124,,,,Bullet,Zukertort Opening,3388,93,2077.5
121031,1920,A04,Rated Bullet game,R̩ti Opening #2,1-0,Normal,30+0,1500,,,,Bullet,R̩ti Opening,668,-420,1710.0
121053,1939,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,1-0,Normal,120+1,1903,,,,Bullet,Scandinavian Defense,7890,-36,1921.0
121058,1885,D30,Rated Bullet game,Queen's Gambit Declined,0-1,Time forfeit,60+0,1845,,,,Bullet,Queen's Gambit Declined,4145,-40,1865.0
121102,1715,A41,Rated Bullet game,Queen's Pawn,1-0,Normal,120+1,1790,,,,Bullet,Queen's Pawn Game,1407,75,1752.5
121109,2500,C41,Rated Bullet game,Philidor Defense: Lion Variation,1-0,Normal,60+0,2824,,,,Bullet,Philidor Defense,5391,324,2662.0
121119,1718,A40,Rated Bullet tournament https://lichess.org/tournament/T090KUUQ,Queen's Pawn,0-1,Time forfeit,30+0,1760,,,,Bullet,Queen's Pawn Game,1407,42,1739.0
121147,1834,D37,Rated Bullet game,Queen's Gambit Declined: Three Knights Variation,1-0,Normal,120+1,1752,,,,Bullet,Queen's Gambit Declined,4145,-82,1793.0
121148,1765,D00,Rated Bullet game,Queen's Pawn Game: Mason Attack,0-1,Normal,60+0,1767,,,,Bullet,Queen's Pawn Game,13096,2,1766.0
121165,1866,C43,Rated Bullet game,"Russian Game: Modern Attack, Symmetrical Variation #2",1-0,Normal,60+0,1880,,,,Bullet,Russian Game,2640,14,1873.0
121208,1914,A40,Rated Bullet game,Englund Gambit,1-0,Time forfeit,60+0,2062,,,,Bullet,Englund Gambit,651,148,1988.0
121227,2075,B07,Rated Bullet tournament https://lichess.org/tournament/B0YX6rNu,Pirc Defense #3,0-1,Time forfeit,60+0,1828,,,,Bullet,Pirc Defense,2814,-247,1951.5
121236,1759,A00,Rated Bullet game,Clemenz Opening,0-1,Normal,15+3,1731,,,,Bullet,Clemenz Opening,115,-28,1745.0
121250,1769,B23,Rated Bullet game,Sicilian Defense: Closed Variation,1-0,Normal,120+1,1794,,,,Bullet,Sicilian Defense,27238,25,1781.5
121251,2231,A13,Rated Bullet game,English Opening: Agincourt Defense,0-1,Normal,60+0,2189,,,,Bullet,English Opening,7494,-42,2210.0
121290,1884,A45,Rated Bullet game,Indian Game,0-1,Time forfeit,60+0,1898,,,,Bullet,Indian Game,4090,14,1891.0
121328,1768,E21,Rated Bullet tournament https://lichess.org/tournament/Ufk7ghIC,Nimzo-Indian Defense: Three Knights Variation,1-0,Time forfeit,60+0,1752,,,,Bullet,Nimzo-Indian Defense,1319,-16,1760.0
121342,1815,B07,Rated Bullet game,Pirc Defense #4,1-0,Time forfeit,60+0,1639,,,,Bullet,Pirc Defense,2814,-176,1727.0
121353,1739,B01,Rated Bullet game,Scandinavian Defense,1-0,Normal,60+0,1910,,,,Bullet,Scandinavian Defense,7890,171,1824.5
121354,1719,A43,Rated Bullet game,Old Benoni Defense,0-1,Time forfeit,60+0,1756,,,,Bullet,Old Benoni Defense,867,37,1737.5
121380,2058,A40,Rated Bullet game,Queen's Pawn,1-0,Time forfeit,60+0,1732,,,,Bullet,Queen's Pawn Game,1407,-326,1895.0
121399,2257,B42,Rated Bullet game,"Sicilian Defense: Kan Variation, Modern Variation",1-0,Normal,120+1,2384,,,,Bullet,Sicilian Defense,27238,127,2320.5
121437,1914,A41,Rated Bullet tournament https://lichess.org/tournament/Ufk7ghIC,Queen's Pawn,1-0,Time forfeit,60+0,2186,,,,Bullet,Queen's Pawn Game,1407,272,2050.0
121451,1947,A08,Rated Bullet game,King's Indian Attack: French Variation,1-0,Time forfeit,60+0,2306,FM,,,Bullet,King's Indian Attack,802,359,2126.5
121455,2523,A43,Rated Bullet game,"Benoni Defense: Old Benoni, Schmid Variation",1-0,Normal,60+0,2861,,,,Bullet,Benoni Defense,1124,338,2692.0
121466,1798,C02,Rated Bullet game,French Defense: Advance Variation #3,1-0,Normal,60+0,1837,,,,Bullet,French Defense,13036,39,1817.5
121511,2224,B22,Rated Bullet game,"Sicilian Defense: Alapin Variation, Barmen Defense",1-0,Normal,120+1,2193,,,,Bullet,Sicilian Defense,27238,-31,2208.5
121517,1844,E09,Rated Bullet game,"Catalan Opening: Closed Variation, Traditional Variation",1-0,Normal,120+1,2178,,,,Bullet,Catalan Opening,201,334,2011.0
121527,1768,B10,Rated Bullet game,Caro-Kann Defense,1-0,Time forfeit,60+0,1775,,,,Bullet,Caro-Kann Defense,6878,7,1771.5
121543,1815,B01,Rated Bullet game,Scandinavian Defense: Icelandic-Palme Gambit,1-0,Normal,60+0,1806,,,,Bullet,Scandinavian Defense,7890,-9,1810.5
121547,2089,B01,Rated Bullet game,Scandinavian Defense: Modern Variation #2,1-0,Normal,60+0,2184,,,,Bullet,Scandinavian Defense,7890,95,2136.5
121564,2147,C40,Rated UltraBullet tournament https://lichess.org/tournament/dIlzTgSS,Latvian Gambit: Mason Countergambit,1-0,Normal,15+0,2634,,GM,,Bullet,Latvian Gambit,175,487,2390.5
121565,1582,A06,Rated Bullet game,Zukertort Opening: Old Indian Attack,1-0,Time forfeit,60+0,1826,,,,Bullet,Zukertort Opening,3388,244,1704.0
121577,2238,B02,Rated Bullet game,Alekhine Defense: Two Pawn Attack,1-0,Normal,60+0,2170,,,,Bullet,Alekhine Defense,2101,-68,2204.0
121599,1856,B20,Rated Bullet game,Sicilian Defense,0-1,Time forfeit,60+0,1817,,,,Bullet,Sicilian Defense,27238,-39,1836.5
121614,2497,A40,Rated Bullet tournament https://lichess.org/tournament/QF3OQHEX,Queen's Pawn,0-1,Normal,60+0,2119,IM,,,Bullet,Queen's Pawn Game,1407,-378,2308.0
121621,2087,A00,Rated Bullet game,Hungarian Opening,0-1,Normal,60+0,2159,,,,Bullet,Hungarian Opening,2313,72,2123.0
121642,1893,B12,Rated UltraBullet tournament https://lichess.org/tournament/dIlzTgSS,Caro-Kann Defense,1-0,Time forfeit,15+0,1626,,,,Bullet,Caro-Kann Defense,6878,-267,1759.5
121645,1851,B20,Rated Bullet game,Sicilian Defense,1-0,Time forfeit,60+0,1822,,,,Bullet,Sicilian Defense,27238,-29,1836.5
121648,1700,B21,Rated Bullet game,Sicilian Defense: McDonnell Attack,1-0,Normal,120+1,1731,,,,Bullet,Sicilian Defense,27238,31,1715.5
121652,1966,C25,Rated Bullet game,"Vienna Game: Vienna Gambit, Steinitz Gambit, Knight Variation",0-1,Normal,60+0,1994,,,,Bullet,Vienna Game,1849,28,1980.0
121677,1829,B20,Rated UltraBullet tournament https://lichess.org/tournament/dIlzTgSS,Sicilian Defense: Wing Gambit,1-0,Time forfeit,15+0,1741,,,,Bullet,Sicilian Defense,27238,-88,1785.0
121702,1908,B23,Rated Bullet game,Sicilian Defense: Grand Prix Attack,0-1,Normal,120+1,1940,,,,Bullet,Sicilian Defense,27238,32,1924.0
121738,2126,B22,Rated Bullet game,"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange",0-1,Time forfeit,60+0,2012,,,,Bullet,Sicilian Defense,27238,-114,2069.0
121758,1832,D00,Rated Bullet game,Queen's Pawn Game #2,1-0,Time forfeit,120+0,1840,,,,Bullet,Queen's Pawn Game,13096,8,1836.0
121771,1920,A40,Rated UltraBullet tournament https://lichess.org/tournament/dIlzTgSS,Modern Defense,0-1,Time forfeit,15+0,1758,,,,Bullet,Modern Defense,3666,-162,1839.0
121791,1850,C01,Rated Bullet game,French Defense: Exchange Variation,0-1,Normal,120+0,1822,,,,Bullet,French Defense,13036,-28,1836.0
121805,1842,B15,Rated Bullet tournament https://lichess.org/tournament/TrVlaxwW,Caro-Kann Defense: Main Line,1-0,Time forfeit,60+0,1940,,,,Bullet,Caro-Kann Defense,6878,98,1891.0
121808,1866,A02,Rated Bullet game,Bird Opening,0-1,Normal,60+0,1865,,,,Bullet,Bird Opening,1581,-1,1865.5
121815,1814,E90,Rated UltraBullet game,"King's Indian Defense: Normal Variation, Rare Defenses",1-0,Normal,15+0,1828,,,,Bullet,King's Indian Defense,2170,14,1821.0
